1.490999999999999921e-03, 1.490999999999999921e-03, 1.490999999999999921e-03, -6.838287906353493310e-05, 2.099153962377906951e-06, -6.838279947075006911e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.492999999999999969e-03, -5.318832136155432396e-05, 1.632715549634774986e-06, -6.838911833666109325e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.495000000000000018e-03, -3.799253539883972890e-05, 1.166246949504619773e-06, -6.839385724667328549e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.497000000000000067e-03, -2.279587214507153257e-05, 6.997567915501522602e-07, -6.839701640595168659e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.499000000000000115e-03, -7.598682531891579292e-06, 2.332537007322804464e-07, -6.839859595135800992e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.501000000000000164e-03, 7.598682531887586379e-06, -2.332537007317408864e-07, -6.839859595136069332e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.503000000000000213e-03, 2.279587214506629791e-05, -6.997567915485615323e-07, -6.839701640594294521e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.505000000000000261e-03, 3.799253539883474157e-05, -1.166246949503997204e-06, -6.839385724666153545e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.507000000000000310e-03, 5.318832136154928242e-05, -1.632715549635083306e-06, -6.838911833665813880e-05
1.490999999999999921e-03, 1.490999999999999921e-03, 1.509000000000000358e-03, 6.838287906353029814e-05, -2.099153962378844617e-06, -6.838279947075623550e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.490999999999999921e-03, -6.885087777067144864e-05, 2.113357089269999846e-06, -6.885079660798216767e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.492999999999999969e-03, -5.355232929448780743e-05, 1.643762439513822947e-06, -6.885714998415784645e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.495000000000000018e-03, -3.825254585297868811e-05, 1.174137592262157866e-06, -6.886191477039093668e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.497000000000000067e-03, -2.295188033245108212e-05, 7.044911800359391542e-07, -6.886509117739384020e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.499000000000000115e-03, -7.650685580147912354e-06, 2.348318306988236883e-07, -6.886667934573750219e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.501000000000000164e-03, 7.650685580142567576e-06, -2.348318306982748109e-07, -6.886667934574921158e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.503000000000000213e-03, 2.295188033244626420e-05, -7.044911800382430838e-07, -6.886509117737761782e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.505000000000000261e-03, 3.825254585297292829e-05, -1.174137592261232059e-06, -6.886191477038807710e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.507000000000000310e-03, 5.355232929448265747e-05, -1.643762439513848358e-06, -6.885714998414375182e-05
1.490999999999999921e-03, 1.492999999999999969e-03, 1.509000000000000358e-03, 6.885087777066609539e-05, -2.113357089270497902e-06, -6.885079660797461891e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.490999999999999921e-03, -6.932204125204576332e-05, 2.127636831837564870e-06, -6.932195849199967335e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.492999999999999969e-03, -5.391879872088056015e-05, 1.654868915038794138e-06, -6.932834638826038478e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.495000000000000018e-03, -3.851431451799734393e-05, 1.182070793873304006e-06, -6.933313705794150205e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.497000000000000067e-03, -2.310894344686274731e-05, 7.092511029111389439e-07, -6.933633071741927205e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.499000000000000115e-03, -7.703040270830094355e-06, 2.364184719719751322e-07, -6.933792751108145173e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.501000000000000164e-03, 7.703040270824969805e-06, -2.364184719729509141e-07, -6.933792751108397250e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.503000000000000213e-03, 2.310894344685806491e-05, -7.092511029101834907e-07, -6.933633071742629226e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.505000000000000261e-03, 3.851431451799267508e-05, -1.182070793873296383e-06, -6.933313705793579644e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.507000000000000310e-03, 5.391879872087532887e-05, -1.654868915042925965e-06, -6.932834638825638679e-05
1.490999999999999921e-03, 1.495000000000000018e-03, 1.509000000000000358e-03, 6.932204125204127743e-05, -2.127636831840144086e-06, -6.932195849199807415e-05
